식당명,Date,Map,Rate,사람,수식,식당 분류,주요 메뉴,지역-대분류,지역-소분류
강남불백 3호점,2024-09-28,https://place.map.kakao.com/724244479,🥄🥄,,서울 서대문구 : 신촌,🍚한식,불고기,서울 서대문구,신촌
샌디 빌리지,2024-10-23,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
곤자가컨벤션,2024-09-30,https://place.map.kakao.com/8231583,🥄,,서울 마포구 : 대흥,"🍚한식, 🍽️뷔페",뷔페,서울 마포구,대흥
덮밥만드는남자 이대점,2024-09-30,https://place.map.kakao.com/795522115,🥄🥄,,서울 서대문구 : 이대,🍚한식,덮밥,서울 서대문구,이대
샌디 빌리지,2024-10-03,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
점보파스타 마포본점,2024-10-01,https://place.map.kakao.com/2034389246,🥄🥄,,서울 마포구 : 홍대,🍝양식,"리조또, 파스타",서울 마포구,홍대
톨,2024-09-27,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
한솥도시락 이대역점,2024-09-11,https://place.map.kakao.com/18248679,🥄🥄,,서울 서대문구 : 이대,🍚한식,도시락,서울 서대문구,이대
맘스터치 마포대흥역점,2024-10-03,https://place.map.kakao.com/1679593996,🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
샌디 빌리지,2024-10-01,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
펍피맥 용산점,2024-10-04,https://place.map.kakao.com/1392356786,🥄🥄,,서울 용산구 : 용산,"🍕피자, 🍺술집","맥주, 피자",서울 용산구,용산
동식탁,2024-10-04,https://place.map.kakao.com/1797119835,🥄🥄🥄🥄🥄,,서울 용산구 : 용산,🍺술집,술집,서울 용산구,용산
밀플랜비 서강대점,2024-10-07,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
리춘시장 신촌점,2024-10-07,https://place.map.kakao.com/941746912,🥄🥄,,서울 서대문구 : 신촌,🍜중식,"마라샹궈, 마라탕",서울 서대문구,신촌
오늘도빙수앤커피,2024-10-07,https://place.map.kakao.com/301037533,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
마니마니톡톡,2024-10-08,https://place.map.kakao.com/1060711910,🥄🥄,,서울 마포구 : 대흥,"🍗치킨, 🍚한식","백반, 치킨",서울 마포구,대흥
샌디 빌리지,2024-09-29,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
한신우동 서강대점,2024-10-09,https://place.map.kakao.com/1490753915,🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식","돈까스, 우동",서울 마포구,대흥
잼베이커리,2024-10-10,https://place.map.kakao.com/578311224,🥄🥄🥄🥄,,서울 마포구 : 대흥,"☕카페, 🥗샐러드",샌드위치,서울 마포구,대흥
점보파스타 마포본점,2024-10-10,https://place.map.kakao.com/2034389246,🥄🥄,,서울 마포구 : 홍대,🍝양식,"리조또, 파스타",서울 마포구,홍대
포옹남,2024-10-11,https://place.map.kakao.com/931810511,🥄🥄🥄🥄,,서울 마포구 : 대흥,🧆베트남음식,쌀국수,서울 마포구,대흥
베어스타코 아현공덕점,2024-10-11,https://place.map.kakao.com/981286710,🥄🥄🥄,,서울 마포구 : 아현,🌮멕시칸,"퀘사디아, 타코",서울 마포구,아현
피자스쿨 대흥역점,2024-10-12,https://place.map.kakao.com/25781457,🥄🥄,,서울 마포구 : 대흥,🍕피자,피자,서울 마포구,대흥
써브웨이 서강대점,2024-11-27,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
엄마애밥상,2024-11-01,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
수저가,2024-05-14,https://place.map.kakao.com/542808268,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,짬뽕,서울 마포구,대흥
담산 신촌본점,2024-10-15,https://place.map.kakao.com/1480854338,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,등갈비,서울 서대문구,신촌
설빙 신촌점,2024-10-15,https://place.map.kakao.com/24879347,🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
신촌야생마,2024-10-16,https://place.map.kakao.com/678293473,🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,"닭꼬치, 오뎅",서울 서대문구,신촌
두끼떡볶이 이대점,2024-10-17,https://place.map.kakao.com/26949275,🥄🥄,,서울 마포구 : 신촌,🍙분식,떡볶이,서울 마포구,신촌
한솥도시락 이대역점,2024-10-17,https://place.map.kakao.com/18248679,🥄🥄,,서울 서대문구 : 이대,🍚한식,도시락,서울 서대문구,이대
한창희천하일면,2024-10-18,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
효자오리바베큐,2024-10-18,https://place.map.kakao.com/527000679,🥄🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,오리,서울 마포구,신촌
오토김밥 공덕점,2024-10-19,https://place.map.kakao.com/1163187809,🥄🥄🥄🥄,,서울 마포구 : 공덕,🍚한식,"김밥, 닭강정",서울 마포구,공덕
롤앤롤 김밥,2024-10-27,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
곤자가컨벤션,2024-10-21,https://place.map.kakao.com/8231583,🥄,,서울 마포구 : 대흥,"🍚한식, 🍽️뷔페",뷔페,서울 마포구,대흥
샐러디 마포구청점,2024-10-21,https://place.map.kakao.com/1341401934,🥄,,서울 마포구 : 마포구청,🥗샐러드,"샌드위치, 샐러드",서울 마포구,마포구청
개성손만두 마포점,2024-10-22,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
굽네치킨 서강점,2024-10-22,https://place.map.kakao.com/17723918,🥄🥄,,서울 마포구 : 대흥,🍗치킨,치킨,서울 마포구,대흥
정든그릇,2024-10-23,https://place.map.kakao.com/1069804608,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,"덮밥, 돈까스, 소바",서울 마포구,신촌/대흥
샌디 빌리지,2024-10-08,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
롯데리아 서울역사점,2024-10-24,https://place.map.kakao.com/7857647,🥄,,서울 중구 : 서울역,🍔패스트푸드,햄버거,서울 중구,서울역
가야밀면,2024-10-24,https://place.map.kakao.com/156752169,🥄🥄🥄🥄,,부산 해운대구 : 해운대,🍚한식,밀면,부산 해운대구,해운대
타이드,2024-10-24,https://place.map.kakao.com/1008941116,🥄🥄🥄🥄,,부산 해운대구 : 해운대,☕카페,카페,부산 해운대구,해운대
자연도소금빵 해운대점,2024-10-24,https://place.map.kakao.com/810707734,🥄🥄🥄🥄,,부산 해운대구 : 해운대,☕카페,빵,부산 해운대구,해운대
재희상회,2024-10-24,https://place.map.kakao.com/618937131,🥄🥄🥄🥄,,부산 수영구 : 광안리,🍚한식,,부산 수영구,광안리
상국이네,2024-10-24,https://place.map.kakao.com/9089301,🥄🥄🥄,,부산 해운대구 : 해운대,🍙분식,떡볶이,부산 해운대구,해운대
맥도날드 달맞이DT점,2024-10-24,https://place.map.kakao.com/7862025,🥄,,부산 해운대구 : 해운대,🍔패스트푸드,햄버거,부산 해운대구,해운대
극동돼지국밥,2024-10-25,https://place.map.kakao.com/241371594,🥄🥄🥄,,부산 해운대구 : 해운대,🍚한식,국밥,부산 해운대구,해운대
가마솥 깡통분식,2024-10-25,https://place.map.kakao.com/241371594,🥄,,부산 중구 : 부평,🍙분식,"떡볶이, 오뎅",부산 중구,부평
흑미 무한도전 씨앗호떡,2024-10-25,https://place.map.kakao.com/103515412,🥄🥄,,부산 중구 : 남포동,🍙분식,호떡,부산 중구,남포동
채도,2024-10-25,https://place.map.kakao.com/438825525,🥄🥄🥄🥄🥄,,부산 중구 : 남포동,☕카페,카페,부산 중구,남포동
이재모피자 부산역점,2024-10-25,https://place.map.kakao.com/663545767,🥄🥄🥄🥄🥄,,부산 동구 : 부산역,🍕피자,피자,부산 동구,부산역
갈매기샌드 1호점,2024-10-25,https://place.map.kakao.com/184124450,🥄🥄🥄,,부산 동구 : 부산역,☕카페,샌드,부산 동구,부산역
덮당,2024-10-26,https://place.map.kakao.com/791340802,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,덮밥,서울 마포구,대흥
스타벅스 서강대점,2024-10-26,https://place.map.kakao.com/25115119,🥄🥄,,서울 마포구 : 대흥,☕카페,카페,서울 마포구,대흥
롤앤롤 김밥,2024-10-20,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
써브웨이 서강대점,2024-10-13,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
강남불백 3호점,2024-10-28,https://place.map.kakao.com/724244479,🥄🥄,,서울 서대문구 : 신촌,🍚한식,불고기,서울 서대문구,신촌
장수보감,2024-10-29,https://place.map.kakao.com/14832719,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,삼계탕,서울 마포구,대흥
엄마애밥상,2024-10-14,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
순이네바지락칼국수,2024-10-30,https://place.map.kakao.com/20527389,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,칼국수,서울 마포구,대흥
봉구스밥버거 서강대점,2024-10-30,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
톨,2024-10-31,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
엄마애밥상,2024-11-26,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
킹콩부대찌개 마포대흥오남매행복점,2024-11-01,https://place.map.kakao.com/1744462722,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,부대찌개,서울 마포구,신촌/대흥
내가찜한닭 신촌점,2024-10-31,https://place.map.kakao.com/27367019,🥄🥄,,서울 서대문구 : 신촌,🍚한식,찜닭,서울 서대문구,신촌
고토히라우동,2024-11-02,https://place.map.kakao.com/21129871,🥄🥄🥄,,서울 마포구 : 홍대,🍣일식,우동,서울 마포구,홍대
마포쌈밥식당,2025-01-17,https://place.map.kakao.com/1919542306,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,쌈밥,서울 마포구,신촌/대흥
굽네치킨 이대역점,2025-01-17,https://place.map.kakao.com/164159610,🥄🥄,,서울 서대문구 : 이대,🍗치킨,치킨,서울 서대문구,이대
한창희천하일면,2025-01-16,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
롤앤롤 김밥,2025-01-16,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
마니마니톡톡,2025-01-15,https://place.map.kakao.com/1060711910,🥄🥄,,서울 마포구 : 대흥,"🍗치킨, 🍚한식","백반, 치킨",서울 마포구,대흥
KFC 신촌역점,2025-01-15,https://place.map.kakao.com/692703127,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
두끼 홍대역점,2025-01-14,https://place.map.kakao.com/27296903,🥄,,서울 마포구 : 홍대,🍙분식,떡볶이,서울 마포구,홍대
오리지널시카고피자 홍대본점,2025-01-14,https://place.map.kakao.com/24324645,🥄🥄🥄,,서울 마포구 : 홍대,🍕피자,피자,서울 마포구,홍대
돈이찌 서울역점,2025-01-13,https://place.map.kakao.com/1585718261,🥄🥄,,서울 중구 : 서울역,🍣일식,덮밥,서울 중구,서울역
싸움의고수 신촌점,2025-01-13,https://place.map.kakao.com/27543827,🥄🥄,,서울 서대문구 : 신촌,🍚한식,보쌈,서울 서대문구,신촌
부탄츄 신촌점,2025-01-12,https://place.map.kakao.com/21572456,🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,라멘,서울 서대문구,신촌
무쇠김치삼겹연남,2025-01-11,https://place.map.kakao.com/511084756,🥄🥄,,서울 마포구 : 홍대,🍚한식,삼겹살,서울 마포구,홍대
보어드앤헝그리,2025-01-10,https://place.map.kakao.com/108492868,🥄🥄🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
롯데리아 대흥역점,2025-01-09,https://place.map.kakao.com/20012019,🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
봉구스밥버거 서강대점,2025-01-04,https://place.map.kakao.com/169029905,🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
유닭스토리 닭한마리 신촌점,2025-01-08,https://place.map.kakao.com/20012019,🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,닭한마리,서울 서대문구,신촌
세끼김밥,2025-01-08,https://place.map.kakao.com/742902254,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
개성손만두 마포점,2025-01-06,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
용싸키친,2025-01-06,https://place.map.kakao.com/15526292,🥄🥄,,서울 마포구 : 대흥,🍚한식,일본식주점,서울 마포구,대흥
샌디 빌리지,2025-01-07,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
바른치킨 서강대 로봇점,2025-01-05,https://place.map.kakao.com/1446748474,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍗치킨,치킨,서울 마포구,신촌/대흥
봉구스밥버거 서강대점,2025-01-09,https://place.map.kakao.com/169029905,🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
홍천조박사화로구이,2025-01-03,https://place.map.kakao.com/1925458047,🥄🥄🥄,,강원 홍천 : 홍천,"🍚한식, 🥩고기",삼겹살,강원 홍천,홍천
이디야커피 홍천서면점,2025-01-03,https://place.map.kakao.com/381231413,🥄,,강원 홍천 : 홍천,☕카페,카페,강원 홍천,홍천
맥도날드 중앙대점,2025-01-02,https://place.map.kakao.com/14091840,🥄,,서울 동작구 : 흑석,🍔패스트푸드,햄버거,서울 동작구,흑석
네네치킨 대명비발디점,2025-01-02,https://place.map.kakao.com/24093740,🥄,,강원 홍천 : 홍천,🍗치킨,치킨,강원 홍천,홍천
다이닝원 발산점,2025-01-01,https://place.map.kakao.com/1544543391,🥄🥄🥄,,서울 강서구 : 마곡,🍽️뷔페,뷔페,서울 강서구,마곡
명륜진사갈비 영등포역점,2024-12-31,https://place.map.kakao.com/1995389455,🥄🥄,,서울 영등포구 : 영등포,🥩고기,돼지고기,서울 영등포구,영등포
일미집 영등포점,2025-02-08,https://place.map.kakao.com/147462961,🥄🥄🥄🥄,,서울 영등포구 : 영등포,🍚한식,감자탕,서울 영등포구,영등포
정든그릇,2025-02-07,https://place.map.kakao.com/1069804608,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,"덮밥, 돈까스, 소바",서울 마포구,신촌/대흥
또보겠지떡볶이집 깐따비아점,2025-02-07,https://place.map.kakao.com/895272833,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍙분식,떡볶이,서울 마포구,홍대
톨,2025-02-06,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
롯데리아 대흥역점,2025-02-06,https://place.map.kakao.com/20012019,🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
산산바베큐 신촌본점,2025-02-05,https://place.map.kakao.com/1284065915,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍗치킨,치킨,서울 서대문구,신촌
개성손만두 마포점,2024-12-03,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
스타벅스 서강대프라자점,2025-02-04,https://place.map.kakao.com/892961860,🥄🥄,,서울 마포구 : 대흥,☕카페,"샌드위치, 커피",서울 마포구,대흥
한창희천하일면,2025-02-26,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
리정원 대흥점,2025-02-03,https://place.map.kakao.com/1448096292,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"삼겹살, 찌개",서울 마포구,대흥
피자스쿨 대흥역점,2025-02-03,https://place.map.kakao.com/25781457,🥄🥄,,서울 마포구 : 대흥,🍕피자,피자,서울 마포구,대흥
노량진수산물도매식당,2025-02-01,https://place.map.kakao.com/8205369,🥄🥄,,서울 동작구 : 노량진,🍚한식,회,서울 동작구,노량진
브라운시티 로스팅랩,2025-01-31,https://place.map.kakao.com/327828139,🥄🥄🥄,,"서울 마포구 : 홍대,연남",☕카페,"카페, 커피",서울 마포구,"연남, 홍대"
수저가,2025-01-31,https://place.map.kakao.com/651155763,🥄🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍜중식,짬뽕,서울 마포구,신촌/대흥
경성양꼬치 연남직영점,2025-01-31,https://place.map.kakao.com/27460896,🥄🥄,,서울 마포구 : 연남,🥩고기,양꼬치,서울 마포구,연남
경호네,2025-01-31,https://place.map.kakao.com/365481447,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,술집,서울 마포구,홍대
현이네회시장,2025-01-25,https://place.map.kakao.com/1878597817,🥄🥄🥄🥄,,서울 마포구 : 망원,🍚한식,회,서울 마포구,망원
교촌치킨 망원2동점,2025-01-25,https://place.map.kakao.com/11280281,🥄🥄,,서울 마포구 : 망원,🍗치킨,치킨,서울 마포구,망원
설빙 서울망원점,2025-01-25,https://place.map.kakao.com/350204016,🥄,,서울 마포구 : 망원,☕카페,빙수,서울 마포구,망원
아소정,2025-01-24,https://place.map.kakao.com/7990640,🥄🥄🥄,,"서울 마포구 : 대흥,공덕",🍚한식,"갈비찜, 갈비탕, 냉면",서울 마포구,"공덕, 대흥"
고디바베이커리 현대백화점신촌점,2025-01-24,https://place.map.kakao.com/1695844849,🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빵,서울 서대문구,신촌
그릭데이 이대본점,2025-01-24,https://place.map.kakao.com/577825774,🥄🥄🥄,,서울 서대문구 : 이대,☕카페,요거트,서울 서대문구,이대
곤자가컨벤션,2025-01-23,https://place.map.kakao.com/8231583,🥄,,서울 마포구 : 대흥,"🍚한식, 🍽️뷔페",뷔페,서울 마포구,대흥
대파곱창,2025-01-23,https://place.map.kakao.com/2000501931,🥄🥄🥄,,서울 서대문구 : 신촌,🥩고기,곱창,서울 서대문구,신촌
오늘도빙수앤커피,2025-01-23,https://place.map.kakao.com/301037533,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
678치킨앤버거 신촌서강직영점,2025-01-21,https://place.map.kakao.com/1887745600,🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
밀플랜비 서강대점,2025-01-22,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
오토김밥 공덕점,2025-01-21,https://place.map.kakao.com/1163187809,🥄🥄🥄🥄,,서울 마포구 : 공덕,🍚한식,"김밥, 닭강정",서울 마포구,공덕
대한카츠 마포점,2025-01-20,https://place.map.kakao.com/1042643162,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,돈까스,서울 마포구,신촌/대흥
미가,2025-01-20,https://place.map.kakao.com/16443006,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"제육, 파전",서울 마포구,신촌/대흥
노브랜드버거 마곡점,2025-01-19,https://place.map.kakao.com/1720074844,🥄🥄,,서울 강서구 : 마곡,🍔패스트푸드,햄버거,서울 강서구,마곡
따우전드 신사점,2024-11-23,https://place.map.kakao.com/1363607100,🥄🥄🥄🥄🥄,,서울 강남구 : 신사,☕카페,"커피, 파이",서울 강남구,신사
바다포차돌섬 신사점,2024-11-23,https://place.map.kakao.com/677390319,🥄🥄🥄,,서울 강남구 : 신사,🍚한식,회,서울 강남구,신사
어덜트온리,2024-11-23,https://place.map.kakao.com/203277944,🥄🥄,,서울 강남구 : 신사,🍺술집,펍,서울 강남구,신사
포그,2024-11-22,https://place.map.kakao.com/1317622013,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍕피자, 🍝양식",피자,서울 마포구,대흥
칠가마라상궈마라탕 중앙대점,2024-12-01,https://place.map.kakao.com/1656084578,🥄🥄,,서울 동작구 : 흑석,🍜중식,"마라샹궈, 마라탕",서울 동작구,흑석
캐빈,2024-12-01,https://place.map.kakao.com/1458421452,🥄🥄🥄,,서울 동작구 : 흑석,🍺술집,호프,서울 동작구,흑석
히카,2024-12-07,https://place.map.kakao.com/1243515681,🥄🥄🥄🥄,,서울 마포구 : 망원,☕카페,"커피, 케이크",서울 마포구,망원
청어람 2호점,2024-12-07,https://place.map.kakao.com/1028137347,🥄🥄🥄🥄,,서울 마포구 : 망원,🍚한식,"곱창, 곱창전골",서울 마포구,망원
건어물라운지,2024-12-07,https://place.map.kakao.com/887161079,🥄🥄,,서울 마포구 : 망원,🍺술집,일본식주점,서울 마포구,망원
마르뜨,2024-12-07,https://place.map.kakao.com/1371486408,🥄🥄🥄,,서울 마포구 : 망원,☕카페,빙수,서울 마포구,망원
아웃백스테이크하우스 신촌점,2024-12-13,https://place.map.kakao.com/7991188,🥄🥄🥄,,서울 서대문구 : 신촌,🍝양식,"스테이크, 파스타",서울 서대문구,신촌
우리바다수산(성산점),2024-12-13,https://place.map.kakao.com/15965312,🥄🥄🥄,,서울 마포구 : 망원,🍚한식,회,서울 마포구,망원
카쿠시타,2024-12-17,https://place.map.kakao.com/1317927211,🥄🥄🥄🥄,,서울 마포구 : 연남,🍺술집,일본식주점,서울 마포구,연남
락희돈,2025-01-14,https://place.map.kakao.com/814587106,🥄🥄🥄🥄🥄,,"서울 마포구 : 연남,홍대",🍺술집,"꼬치, 일본식주점",서울 마포구,"연남, 홍대"
락희돈,2024-12-17,https://place.map.kakao.com/814587106,🥄🥄🥄🥄🥄,,"서울 마포구 : 연남,홍대",🍺술집,"꼬치, 일본식주점",서울 마포구,"연남, 홍대"
한식주점 제일회관 수원직영점,2024-12-20,https://place.map.kakao.com/662047130,🥄🥄🥄,,"경기 수원 : 수원역,팔달구",🍺술집,호프,경기 수원,"수원역, 팔달구"
고삼이 신촌점,2024-12-24,https://place.map.kakao.com/17505297,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,고등어구이,서울 서대문구,신촌
방화동 교동짬뽕,2024-12-25,https://place.map.kakao.com/25858128,🥄🥄🥄🥄🥄,,서울 강서구 : 방화,🍜중식,짬뽕,서울 강서구,방화
하트티라미수 현대백화점신촌점,2024-12-25,https://place.map.kakao.com/218154293,🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,티라미수,서울 서대문구,신촌
떰즈업,2024-11-15,https://place.map.kakao.com/447354571,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
부탄츄 신촌점,2024-11-10,https://place.map.kakao.com/21572456,🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,라멘,서울 서대문구,신촌
세아마라탕 서강대점,2024-11-09,https://place.map.kakao.com/1629334425,🥄,,서울 마포구 : 대흥,🍜중식,마라탕,서울 마포구,대흥
정월,2024-11-08,https://place.map.kakao.com/131878421,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕, 탕수육",서울 마포구,대흥
정월,2025-01-22,https://place.map.kakao.com/131878421,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕, 탕수육",서울 마포구,대흥
찐쭈,2024-12-31,https://place.map.kakao.com/1808390476,🥄🥄,,서울 마포구 : 대흥,🍚한식,"불고기, 쭈불",서울 마포구,대흥
스시히바리,2024-12-30,https://place.map.kakao.com/80394697,🥄🥄,,서울 마포구 : 신촌,🍣일식,초밥,서울 마포구,신촌
맥도날드 우장산DT점,2024-12-29,https://place.map.kakao.com/27176968,🥄,,서울 강서구 : 우장산,🍔패스트푸드,햄버거,서울 강서구,우장산
1987 신샤브 마포점,2024-12-27,https://place.map.kakao.com/847209556,🥄🥄,,서울 마포구 : 대흥,🍚한식,샤브샤브,서울 마포구,대흥
킹콩부대찌개 마포대흥오남매행복점,2024-12-26,https://place.map.kakao.com/1744462722,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,부대찌개,서울 마포구,신촌/대흥
장수보감,2024-12-24,https://place.map.kakao.com/14832719,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,삼계탕,서울 마포구,대흥
아비꼬 타임스퀘어점,2024-12-23,https://place.map.kakao.com/26942456,🥄🥄,,서울 영등포구 : 영등포,🍣일식,카레,서울 영등포구,영등포
을밀대,2024-12-23,https://place.map.kakao.com/25048467,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,평양냉면,서울 마포구,대흥
도레도레 영등포롯데점,2024-12-23,https://place.map.kakao.com/609292637,🥄🥄🥄,,서울 영등포구 : 영등포,☕카페,"커피, 케이크",서울 영등포구,영등포
KFC 신촌역점,2024-12-22,https://place.map.kakao.com/692703127,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
프랭크버거 서강대점,2024-12-20,https://place.map.kakao.com/834184731,🥄🥄,,서울 마포구 : 신촌/대흥,🍔패스트푸드,햄버거,서울 마포구,신촌/대흥
포엔띠우,2024-12-19,https://place.map.kakao.com/1853354235,🥄🥄🥄,,서울 마포구 : 대흥,🧆베트남음식,쌀국수,서울 마포구,대흥
더크레딧,2024-12-19,https://place.map.kakao.com/1881094942,🥄🥄🥄,,서울 마포구 : 대흥,☕카페,"빵, 카페",서울 마포구,대흥
두찜 마포신수점,2024-12-19,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
남매밥상,2024-12-18,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
샐러드앤가든 서울공덕점,2024-12-18,https://place.map.kakao.com/125881152,🥄🥄🥄,,서울 마포구 : 공덕,🥗샐러드,"샐러드, 포케",서울 마포구,공덕
개성손만두 마포점,2024-12-17,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
